1.00E+00,1.28E+05
2.00E+00,2.62E+04
3.00E+00,1.04E+04
4.00E+00,9.11E+03
5.00E+00,9.15E+03
6.00E+00,8.69E+03
7.00E+00,8.56E+03
8.00E+00,8.32E+03
9.00E+00,8.35E+03
1.00E+01,7.89E+03
1.10E+01,8.34E+03
1.20E+01,8.00E+03
1.30E+01,8.01E+03
1.40E+01,7.97E+03
1.50E+01,8.03E+03
1.60E+01,7.87E+03
1.70E+01,7.88E+03
1.80E+01,7.62E+03
1.90E+01,7.57E+03
2.00E+01,7.65E+03
2.10E+01,7.38E+03
2.20E+01,7.54E+03
2.30E+01,7.30E+03
2.40E+01,7.31E+03
2.50E+01,7.21E+03
2.60E+01,7.45E+03
2.70E+01,7.42E+03
2.80E+01,7.40E+03
2.90E+01,7.41E+03
3.00E+01,7.24E+03
3.10E+01,7.19E+03
3.20E+01,7.00E+03
3.30E+01,7.02E+03
3.40E+01,6.86E+03
3.50E+01,7.30E+03
3.60E+01,7.31E+03
3.70E+01,7.58E+03
3.80E+01,7.20E+03
3.90E+01,7.47E+03
4.00E+01,7.36E+03
4.10E+01,7.23E+03
4.20E+01,7.26E+03
4.30E+01,7.24E+03
4.40E+01,7.30E+03
4.50E+01,7.10E+03
4.60E+01,7.03E+03
4.70E+01,7.37E+03
4.80E+01,6.89E+03
4.90E+01,7.23E+03
5.00E+01,6.85E+03
5.10E+01,6.92E+03
5.20E+01,6.83E+03
5.30E+01,6.96E+03
5.40E+01,6.98E+03
5.50E+01,7.11E+03
5.60E+01,7.05E+03
5.70E+01,7.06E+03
5.80E+01,6.83E+03
5.90E+01,6.81E+03
6.00E+01,6.95E+03
6.10E+01,7.13E+03
6.20E+01,7.06E+03
6.30E+01,7.15E+03
6.40E+01,7.10E+03
6.50E+01,6.86E+03
6.60E+01,6.78E+03
6.70E+01,6.94E+03
6.80E+01,7.04E+03
6.90E+01,6.86E+03
7.00E+01,7.20E+03
7.10E+01,6.90E+03
7.20E+01,6.72E+03
7.30E+01,6.95E+03
7.40E+01,6.88E+03
7.50E+01,6.78E+03
7.60E+01,6.94E+03
7.70E+01,6.93E+03
7.80E+01,6.99E+03
7.90E+01,6.75E+03
8.00E+01,6.95E+03
8.10E+01,6.82E+03
8.20E+01,7.22E+03
8.30E+01,6.92E+03
8.40E+01,6.72E+03
8.50E+01,6.96E+03
8.60E+01,6.89E+03
8.70E+01,7.22E+03
8.80E+01,6.91E+03
8.90E+01,6.76E+03
9.00E+01,6.95E+03
9.10E+01,6.59E+03
9.20E+01,6.79E+03
9.30E+01,6.77E+03
9.40E+01,6.80E+03
9.50E+01,6.84E+03
9.60E+01,6.77E+03
9.70E+01,6.84E+03
9.80E+01,6.77E+03
9.90E+01,6.30E+03
1.00E+02,6.85E+03
